POWER STACK ZERO,,,,,,,,,,LCSC BOM Quotation,,,,,,,,,,,,,,,
,,,,,,,,,,BOM Date Created：23/05/26 21:02:59,,,,BOM Export Date: 23/05/26 21:06:06,,,,"The matching result is a real-time query result, availability and prices may fluctuate.  
Backorder items are estimated prices for your reference, please submit ""Create Quote"" to get the real price.
All information is provided ""as is"" and is subject to change without notice.  Any use made of the information provided is without recourse to LCSC and at the user's risk.",,,,,,,
,,,,,,,,,,"EST TOTAL :$21.57
",,,,Website：https://www.lcsc.com/bom,,,,,,,,,,,
   ,,,,,,,,,,LCSC Matching Results,,,,,,,,,,,,,,,
LCSC#,Mfr.,Mrf#,Description,Package,Value,Customer Part Number,Quantity,Target Price(USD),Target Lead Time(Business Days),Mrf#,Mfr.,Order Qty.,Unit Price(USD),Ext.Price(USD),LCSC#,Package,Min,Mult,SPQ,Availability,Stock Status,Customer Notes,Description,Matched status,Product Link
C49284723,XUNPU(讯普),PJ-327A,,AUDIO-SMD_XUNPU_PJ-327A,,-,1,,,PJ-327A,XUNPU,5,0.1495,0.75,C49284723,-,5,5,1000,3210,In Stock,,3.5mm Headphone Jack Gold SMD Audio Connectors RoHS,Exact Matches,
C52023881,Hangyu(航昱微),SS34,,SMA_L4.3-W2.6-LS5.1-RD,,-,1,,,SS34,HANGYU MICROELECTRONICS,20,0.0187,0.37,C52023881,-,20,20,2000,5500,In Stock,,40V 1 Independent 550mV@3A 3A SMA Single Diodes RoHS,Exact Matches,
C12074,HANRUN(汉仁),HR911105A,,RJ45-TH_HR911105A,,-,1,,,HR911105A,HANRUN(Zhongshan HanRun Elec),1,1.2006,1.20,C12074,-,1,1,31,8247,In Stock,,Jack Modular Connector RJ45 Through Hole,Exact Matches,
C181721,SXN(顺翔诺),SMMS0530-100M,,IND-SMD_L5.2-W5.2_MCW-0530,,-,1,,,SMMS0530-100M,Shun Xiang Nuo,5,0.1073,0.54,C181721,"SMD,5.5x5.2mm",5,5,2000,52885,In Stock,,"3.2A 10uH ±20% 3.5A 125mΩ Molded Inductor SMD,5.5x5.2mm Fixed Inductors RoHS",Exact Matches,https://www.lcsc.com/product-detail/C181721.html
C2830320,TECH PUBLIC(台舟),FS8205A,,SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BR,,-,1,,,FS8205A,TECH PUBLIC,10,0.0451,0.45,C2830320,-,10,10,3000,67560,In Stock,,20V 9A 1.5W Surface Mount SOT-23-6,Exact Matches,
C54839874,YONGYUTAI(永裕泰),AO3407,,SOT-23-3_L2.9-W1.6-P1.90-LS2.8-BR,,-,1,,,AO3407,YONGYUTAI,20,0.0217,0.43,C54839874,-,20,20,3000,2960,In Stock,,"SOT-23-3L Single FETs, MOSFETs RoHS",Exact Matches,
C21714170,CBI(创基),2N2222AU,,SOT-89-3_L4.5-W2.4-P1.50-LS4.0-BR,,-,2,,,2N2222AU,CBI,20,0.0180,0.36,C21714170,-,20,20,1000,1640,In Stock,,Bipolar (BJT) Transistor NPN 40V 600mA 300MHz 0.5W Surface Mount SOT-89,Exact Matches,
C7436031,ETA(钰泰),ETA6002E8A,,ESOP-8_L4.9-W3.9-P1.27-LS6.0-BL-EP-1,,-,1,,,ETA6002E8A,etasolution,1,0.2693,0.27,C7436031,-,1,1,4000,3982,In Stock,,Lithium Battery 2.5A ESOP-8 Battery Management RoHS,Exact Matches,
C84817,西安航天民芯,MT3608,,SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL,,-,1,,,MT3608,XI'AN Aerosemi Tech,10,0.0676,0.68,C84817,-,10,10,3000,170610,In Stock,,1.2MHz Boost Adjustable 600mV~28V 2A 2V~24V SOT-23-6 Voltage Regulators - DC DC Switching Regulators RoHS,Exact Matches,
C2155799,TI(德州仪器),INA219BIDR,,SOIC-8_L5.0-W4.0-P1.27-LS6.1-BL,,-,1,,,INA219BIDR,TI,1,0.8254,0.83,C2155799,-,1,1,2500,9315,In Stock,,300mV~26V 10uV 20uA SOIC-8 Current Regulation/Management RoHS,Exact Matches,
C30584801,YONGYUTAI(永裕泰),YLED1206G,,LED1206-RD,,-,2,,,YLED1206G,YONGYUTAI,50,0.0103,0.52,C30584801,-,50,50,3000,14950,In Stock,,Emerald Green 525nm LED Indication - Discrete 2.4V~3.1V 1206,Exact Matches,
C351410,PUOLOP(迪浦),DW01A,,SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL,,-,1,,,DW01A,PUOLOP,20,0.0310,0.62,C351410,-,20,20,3000,51640,In Stock,,Lithium Battery SOT-23-6L Battery Management RoHS,Exact Matches,
C9866,ADI(亚德诺)/MAXIM(美信),DS3231SN#T&R,,SOIC-16_L10.3-W7.5-P1.27-LS10.3-BL,,-,1,,,DS3231SN#T&R,MAXIM,1,3.3691,3.37,C9866,-,1,1,1000,2236,In Stock,,Built-in Yes SOIC-16-300mil Real Time Clocks RoHS,Exact Matches,
C6776948,TERMINUS,FE1.1S-BQFN24B,,WQFN-24_L4.0-W4.0-P0.50-TL-EP2.7,,-,1,,,FE1.1S-BQFN24B,TERMINUS,1,0.6334,0.63,C6776948,-,1,1,3000,18704,In Stock,,USB Hub USB 2.0 WQFN-24 Interface Controllers RoHS,Exact Matches,
C50656,REALTEK(瑞昱),RTL8152B,,QFN-24_L4.0-W4.0-P0.50-BL-EP2.0,,-,1,,,RTL8152B-VB-CG,REALTEK,1,0.8755,0.88,C50656,-,1,1,490,13909,In Stock,,USB QFN-24-EP(4x4) Interface Controllers RoHS,Exact Matches,
C28310439,YONGYUTAI(永裕泰),YLED1206R,,LED1206-FD,,-,1,,,YLED1206R,YONGYUTAI,50,0.0109,0.55,C28310439,-,50,50,3000,25250,In Stock,,Red 635nm LED Indication - Discrete 1.8V~2.4V 1206,Exact Matches,
C107671,TI(德州仪器),PCM5102APWR,,TSSOP-20_L6.5-W4.4-P0.65-LS6.4-BL,,-,1,,,PCM5102APWR,TI,1,0.8665,0.87,C107671,-,1,1,2000,7878,In Stock,,50MHz 2 I2S 1.8V~3.3V TSSOP-20 ADCs/DACs - Special Purpose RoHS,Exact Matches,
C456012,SHOU HAN(首韩),TYPE-C 6P,,TYPE-C-SMD_TYPE-C-6P_1,,-,1,,,TYPE-C 6P,SHOU HAN,10,0.0376,0.38,C456012,-,10,10,1000,247420,In Stock,,"USB-C (USB TYPE-C) Receptacle Connector 6 Position Surface Mount, Right Angle",Exact Matches,
C720528,XUNPU(讯普),USB-234-BCW,,USB-A-SMD_USB-234-BCW,,-,2,,,USB-234-BCW,XUNPU,5,0.0954,0.48,C720528,-,5,5,100,14575,In Stock,,"USB-A (USB TYPE-A) Receptacle Connector 4 Position Surface Mount, Right Angle",Exact Matches,
